"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"18:45","Sierra Leone sl",2,"so Somalia",0,NA,"Stade du Phosphate (Neutral Site)","Hamza El Fareq","","https://fbref.com/en/matches/0c23e24a/Sierra-Leone-Somalia-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Côte d'Ivoire ci",1,"za South Africa",1,21607,"Stade Félix Houphouët-Boigny","Benoit Bado","","https://fbref.com/en/matches/285b5440/Cote-dIvoire-South-Africa-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Zambia zm",3,"ug Uganda",0,NA,"Al Hamriya Sports Club Stadium (Neutral Site)","Mohamed Khaled","","https://fbref.com/en/matches/6c129efd/Zambia-Uganda-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Guinea gn",1,"ga Gabon",1,NA,"Estádio Algarve (Neutral Site)","Tiago Martins","","https://fbref.com/en/matches/ae579598/Guinea-Gabon-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Sudan sd",1,"td Chad",0,NA,"King Fahd Sport City Stadium (Neutral Site)","","","https://fbref.com/en/matches/b455966e/Sudan-Chad-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Bahrain bh",1,"ph Philippines",0,NA,"Sheikh Ali bin Mohammed Stadium","Abdullah Al Kandari","","https://fbref.com/en/matches/db7bed0a/Bahrain-Philippines-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:00","Estonia ee",1,"th Thailand",1,1502,"A. Le Coq Arena","Trustin Farrugia Cann","","https://fbref.com/en/matches/e39b68a2/Estonia-Thailand-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:10","Japan jp",2,"tn Tunisia",0,26529,"NOEVIR Stadium Kobe","Wang Di","","https://fbref.com/en/matches/964dcc12/Japan-Tunisia-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:30","Mauritania mr",1,"bf Burkina Faso",2,NA,"Stade Père-Jégo (Neutral Site)","Karim Sabry","","https://fbref.com/en/matches/3c1b5f58/Mauritania-Burkina-Faso-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:30","United States us",4,"gh Ghana",0,17500,"Geodis Park","Marco Antonio Ortíz","","https://fbref.com/en/matches/3ac52860/United-States-Ghana-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"19:45","Australia au",2,"nz New Zealand",0,5761,"Gtech Community Stadium (Neutral Site)","Stuart Attwell","","https://fbref.com/en/matches/ec367928/Australia-New-Zealand-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"20:00","Korea Republic kr",6,"vn Vietnam",0,42175,"Suwon World Cup Stadium","Amirul Izwan Yaacob","","https://fbref.com/en/matches/632cb5b9/Korea-Republic-Vietnam-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"20:00","Syria sy",1,"kw Kuwait",2,NA,"Police Officers Club Stadium (Neutral Site)","Ahmed Eisa Darwish","","https://fbref.com/en/matches/725f1917/Syria-Kuwait-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"20:00","UAE ae",2,"lb Lebanon",1,NA,"Al Maktoum Stadium","Mohamed Adel","","https://fbref.com/en/matches/eba1a1ff/United-Arab-Emirates-Lebanon-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"20:00","Mexico mx",2,"de Germany",2,62284,"Lincoln Financial Field (Neutral Site)","Rubiel Vazquez","","https://fbref.com/en/matches/35c1c066/Mexico-Germany-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-10-17,"21:00","France fr",4,"sct Scotland",1,43850,"Decathlon Arena - Stade Pierre-Mauroy","Tobias Stieler","","https://fbref.com/en/matches/49c3cf63/France-Scotland-October-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-11-11,"19:00","Guatemala gt",0,"jm Jamaica",0,NA,"Red Bull Arena (Neutral Site)","Benjamín Pineda","","https://fbref.com/en/matches/8d894712/Guatemala-Jamaica-November-11-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Wed",2023-11-15,"20:45","Belgium be",1,"rs Serbia",0,NA,"King Power at Den Dreef Stadion","Marian Barbu","","https://fbref.com/en/matches/c4e365f3/Belgium-Serbia-November-15-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-11-16,"18:00","Norway no",2,"fo Faroe Islands",0,11071,"Ullevaal Stadion","Vilhjálmur Þórarinsson","","https://fbref.com/en/matches/20ed5ea8/Norway-Faroe-Islands-November-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Thu",2023-11-16,"20:00","Curaçao cw",1,"sv El Salvador",1,NA,"Stadion Ergilio Hato","Janeishka Cabán","","https://fbref.com/en/matches/6e6881a2/Curacao-El-Salvador-November-16-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Fri",2023-11-17,"19:00","Greece gr",2,"nz New Zealand",0,197,"Stadio Georgios Kamaras","Luca Cibelli","","https://fbref.com/en/matches/b13f72bf/Greece-New-Zealand-November-17-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sat",2023-11-18,"20:45","Germany de",2,"tr Türkiye",3,72592,"Olympiastadion Berlin","Bartosz Frankowski","","https://fbref.com/en/matches/ed1f140d/Germany-Turkiye-November-18-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Sun",2023-11-19,"18:00","Cyprus cy",1,"lt Lithuania",0,1169,"Alphamega Stadium","Marcel Bîrsan","","https://fbref.com/en/matches/a35e1792/Cyprus-Lithuania-November-19-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Mon",2023-11-20,"20:00","Curaçao cw",1,"sv El Salvador",1,NA,"Stadion Ergilio Hato","Janeishka Cabán","","https://fbref.com/en/matches/f31a7a33/Curacao-El-Salvador-November-20-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-11-21,"19:45","Rep. of Ireland ie",1,"nz New Zealand",1,26517,"Aviva Stadium","Urs Schnyder","","https://fbref.com/en/matches/688dcfb6/Republic-of-Ireland-New-Zealand-November-21-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-11-21,"20:45","Poland pl",2,"lv Latvia",0,51112,"Stadion Narodowy","Ondřej Berka","","https://fbref.com/en/matches/3ef0060e/Poland-Latvia-November-21-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2023,NA,NA,"Tue",2023-11-21,"20:45","Austria at",2,"de Germany",0,46000,"Ernst-Happel-Stadion","Slavko Vinčič","","https://fbref.com/en/matches/755a7437/Austria-Germany-November-21-2023-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Mon",2022-01-03,"16:00","Rwanda rw",3,"gn Guinea",0,NA,"Stade Amahoro (Neutral Site)","Georges Gatogato","","https://fbref.com/en/matches/5a03143c/Rwanda-Guinea-January-3-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-01-04,"17:00","Mauritania mr",1,"ga Gabon",1,NA,"Maktoum bin Rashid Al Maktoum Stadium (Neutral Site)","Omar Mohamed Al Ali","","https://fbref.com/en/matches/28cbd14c/Mauritania-Gabon-January-4-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-01-05,"19:00","Algeria dz",3,"gh Ghana",0,1045,"Education City Stadium (Neutral Site)","Saoud Ali Al Adba","","https://fbref.com/en/matches/6b6d0857/Algeria-Ghana-January-5-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-01-06,"16:00","Rwanda rw",0,"gn Guinea",2,NA,"Stade Amahoro (Neutral Site)","Georges Gatogato","","https://fbref.com/en/matches/5f8a354d/Rwanda-Guinea-January-6-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-01-12,"17:00","Iceland is",1,"ug Uganda",1,28,"Titanic Deluxe Golf Belek (Neutral Site)","Yaşar Kemal Uğurlu","","https://fbref.com/en/matches/da9d5ef7/Iceland-Uganda-January-12-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-01-15,"14:00","Korea Republic kr",5,"is Iceland",1,NA,"Titanic Mardan Stadyumu (Neutral Site)","Ali Palabıyık","","https://fbref.com/en/matches/0cd9759e/Korea-Republic-Iceland-January-15-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-01-16,"16:00","Peru pe",1,"pa Panama",1,NA,"Estadio Nacional (Neutral Site)","Fernando Echenique","","https://fbref.com/en/matches/f21f9e13/Peru-Panama-January-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-01-16,"17:30","Colombia co",2,"hn Honduras",1,13700,"DRV PNK Stadium (Neutral Site)","David Gómez","","https://fbref.com/en/matches/570866f0/Colombia-Honduras-January-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-01-20,"20:00","Peru pe",3,"jm Jamaica",0,NA,"Estadio Nacional (Neutral Site)","Fernando Echenique","","https://fbref.com/en/matches/e883a2cc/Peru-Jamaica-January-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-01-21,"14:00","Korea Republic kr",4,"md Moldova",0,NA,"Titanic Mardan Stadyumu (Neutral Site)","Abdulkadir Bitigen","","https://fbref.com/en/matches/35e9008d/Korea-Republic-Moldova-January-21-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-01-21,"17:00","Bolivia bo",5,"tt Trin & Tobago",0,NA,"Estadio Olímpico Patria (Neutral Site)","Wagner do Nascimento Magalhães","","https://fbref.com/en/matches/1c609e6a/Bolivia-Trinidad-and-Tobago-January-21-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-01-21,"18:00","Iraq iq",1,"ug Uganda",0,20000,"Al Madina International Stadium (Neutral Site)","Saed Khalefah","","https://fbref.com/en/matches/863bb3ea/Iraq-Uganda-January-21-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-01-27,"17:00","Uzbekistan uz",3,"ss South Sudan",0,NA,"The Sevens Stadium (Neutral Site)","Sultan Mohamed Al Hammadi","","https://fbref.com/en/matches/0a7d3139/Uzbekistan-South-Sudan-January-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-01-27,"18:00","Bahrain bh",3,"ug Uganda",1,100,"Stād al-Bahrayn al-Watanī (Neutral Site)","Khalid Marhoun Al Shaqsi","","https://fbref.com/en/matches/81c7e20b/Bahrain-Uganda-January-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-01-27,"20:00","Indonesia id",4,"tl Timor-Leste",1,NA,"Stadion Kapten I Wayan Dipta (Neutral Site)","Sance Lawita","","https://fbref.com/en/matches/e0e2bba1/Indonesia-Timor-Leste-January-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-01-28,"19:00","Jordan jo",3,"nz New Zealand",1,NA,"NYUAD Athletics Multi-use Field (Neutral Site)","Ahmed Eisa Mohamed","","https://fbref.com/en/matches/5d7b8576/Jordan-New-Zealand-January-28-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-01-29,"16:45","Nepal np",1,"mu Mauritius",0,5000,"Dasharath Rangasala (Neutral Site)","Kabin Byanjankar","","https://fbref.com/en/matches/df1fa5a3/Nepal-Mauritius-January-29-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-01-29,"19:00","Nicaragua ni",4,"bz Belize",0,416,"Estadio Nacional de Fútbol (Neutral Site)","Ricardo Mendoza","","https://fbref.com/en/matches/400d5289/Nicaragua-Belize-January-29-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-01-29,"19:30","Kuwait kw",2,"ly Libya",0,NA,"Jaber Al-Ahmad International Stadium (Neutral Site)","Ammar Ashkanani","","https://fbref.com/en/matches/21ad5678/Kuwait-Libya-January-29-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-01-30,"20:00","Indonesia id",3,"tl Timor-Leste",0,NA,"Stadion Kapten I Wayan Dipta (Neutral Site)","Aprisman Aranda","","https://fbref.com/en/matches/a7534b73/Indonesia-Timor-Leste-January-30-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-02-01,"16:45","Nepal np",1,"mu Mauritius",0,7000,"Dasharath Rangasala (Neutral Site)","Nabindra Maharjan","","https://fbref.com/en/matches/b74ac47e/Nepal-Mauritius-February-1-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-02-01,"17:55","Kuwait kw",0,"ly Libya",2,NA,"Jaber Al-Ahmad International Stadium (Neutral Site)","Abdullah Jamali","","https://fbref.com/en/matches/d8497a47/Kuwait-Libya-February-1-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-02-01,"18:00","Bahrain bh",1,"cd Congo DR",0,50,"Stād al-Bahrayn al-Watanī (Neutral Site)","Ahmed Eisa Mohamed","","https://fbref.com/en/matches/d3e04602/Bahrain-Congo-DR-February-1-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-02-01,"19:00","Nicaragua ni",1,"bz Belize",1,300,"Estadio Nacional de Fútbol (Neutral Site)","Félix Mojica","","https://fbref.com/en/matches/1966c7eb/Nicaragua-Belize-February-1-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-18,"20:00","Iraq iq",3,"zm Zambia",1,NA,"Al Madina International Stadium (Neutral Site)","Yousif Saeed Hasan","","https://fbref.com/en/matches/846445b7/Iraq-Zambia-March-18-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-03-19,"16:00","Mauritius mu",0,"sc Seychelles",0,200,"Complexe Sportif de Côte d'Or (Neutral Site)","Patrice Milazare","","https://fbref.com/en/matches/fce6a3ef/Mauritius-Seychelles-March-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"16:00","Guinea-Bissau gw",3,"gq Equ. Guinea",0,NA,"Estádio Municipal de Óbidos (Neutral Site)","","","https://fbref.com/en/matches/55a9fec6/Guinea-Bissau-Equatorial-Guinea-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"18:00","Gibraltar gi",0,"gd Grenada",0,NA,"Victoria Stadium (Neutral Site)","Paul McLaughlin","","https://fbref.com/en/matches/2272c157/Gibraltar-Grenada-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"18:00","Laos la",1,"mn Mongolia",0,NA,"Lao National Stadium, KM16 (Neutral Site)","Songkran Bunmeekiart","","https://fbref.com/en/matches/ff92bd5c/Laos-Mongolia-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"19:00","Bahrain bh",2,"in India",1,2500,"Sheikh Ali bin Mohammed Stadium (Neutral Site)","Sadam Omara","","https://fbref.com/en/matches/7639e611/Bahrain-India-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"19:00","Mozambique mz",1,"ne Niger",1,NA,"Stade Cheikha Ould Boïdiya (Neutral Site)","Babacar Sarr","","https://fbref.com/en/matches/c5181c3e/Mozambique-Niger-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"19:45","Tanzania tz",3,"cf CAR",1,NA,"Benjamin Mkapa National Stadium (Neutral Site)","Ramadhani Kayoko","","https://fbref.com/en/matches/86c9a585/Tanzania-Central-African-Republic-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-03-23,"20:00","Malaysia my",2,"ph Philippines",0,NA,"National Stadium (Neutral Site)","Taqi Aljaafari","","https://fbref.com/en/matches/6d3de5c7/Malaysia-Philippines-March-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"14:00","Liberia lr",0,"bj Benin",4,NA,"Titanic Mardan Stadyumu (Neutral Site)","","","https://fbref.com/en/matches/4ff295d9/Liberia-Benin-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"18:00","Kosovo xk",5,"bf Burkina Faso",0,NA,"Stadiumi Fadil Vokrri (Neutral Site)","Eldorjan Hamiti","","https://fbref.com/en/matches/fc7f63ee/Kosovo-Burkina-Faso-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"18:00","Guatemala gt",1,"cu Cuba",0,NA,"Estadio Pensativo (Neutral Site)","Julio César Luna","","https://fbref.com/en/matches/3d1576a3/Guatemala-Cuba-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"19:00","Togo tg",3,"sl Sierra Leone",0,NA,"Titanic Mardan Stadyumu (Neutral Site)","","","https://fbref.com/en/matches/79ae7877/Togo-Sierra-Leone-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"19:00","Thailand th",2,"np Nepal",0,NA,"Chon Buri Stadium (Neutral Site)","Torphong Somsing","","https://fbref.com/en/matches/7e03d3e9/Thailand-Nepal-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"19:30","Hungary hu",0,"rs Serbia",1,NA,"Puskás Aréna (Neutral Site)","Filip Glova","","https://fbref.com/en/matches/d8e02c5c/Hungary-Serbia-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"19:45","Scotland sct",1,"pl Poland",1,NA,"Hampden Park (Neutral Site)","Robert Hennessy","","https://fbref.com/en/matches/527784ab/Scotland-Poland-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"20:00","Armenia am",1,"me Montenegro",0,NA,"Stepanakert Republican Stadium (Neutral Site)","Andris Treimanis","","https://fbref.com/en/matches/06e6e29d/Armenia-Montenegro-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-03-24,"21:00","Maldives mv",2,"bd Bangladesh",0,2500,"Galolhu Rasmee Dhandu Stadium (Neutral Site)","Javiz Mohamed","","https://fbref.com/en/matches/502bee83/Maldives-Bangladesh-March-24-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"13:00","Latvia lv",1,"kw Kuwait",1,NA,"Ta'Qali National Stadium (Neutral Site)","Matthew De Gabriele","","https://fbref.com/en/matches/f61c7cf1/Latvia-Kuwait-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"15:30","Uganda ug",1,"tj Tajikistan",1,2158,"Markaziy Stadion (Neutral Site)","Rustam Lutfullin","","https://fbref.com/en/matches/a1b10ac8/Uganda-Tajikistan-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"16:00","Congo cg",1,"zm Zambia",3,NA,"Titanic Mardan Stadyumu (Neutral Site)","","","https://fbref.com/en/matches/f106c957/Congo-Zambia-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"17:00","Comoros km",2,"et Ethiopia",1,NA,"Stade Omnisports d'Iconi-Malouzini (Neutral Site)","Nassir Salum","","https://fbref.com/en/matches/518cab9e/Comoros-Ethiopia-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"17:00","Liechtenstein li",0,"cv Cape Verde",6,NA,"Pinatar Arena Football Center (Neutral Site)","Dario Bel","","https://fbref.com/en/matches/c856dc0c/Liechtenstein-Cape-Verde-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"18:00","Norway no",2,"sk Slovakia",0,NA,"Ullevaal Stadion (Neutral Site)","Mattias Gestranius","","https://fbref.com/en/matches/3c898445/Norway-Slovakia-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"18:00","South Africa za",0,"gn Guinea",0,NA,"Guldensporenstadion (Neutral Site)","Allard Lindhout","","https://fbref.com/en/matches/883bd4ed/South-Africa-Guinea-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"19:00","Malta mt",1,"az Azerbaijan",0,NA,"Ta'Qali National Stadium (Neutral Site)","César Soto","","https://fbref.com/en/matches/400ea672/Malta-Azerbaijan-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"19:00","Uzbekistan uz",3,"kg Kyrgyz Republic",1,13712,"Markaziy Stadion (Neutral Site)","Nasrullo Kabirov","","https://fbref.com/en/matches/fd13dae8/Uzbekistan-Kyrgyz-Republic-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"20:00","Trin & Tobago tt",9,"bb Barbados",0,NA,"Hasely Crawford Stadium (Neutral Site)","Cecile Hinds","","https://fbref.com/en/matches/37899fb1/Trinidad-and-Tobago-Barbados-March-25-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-03-25,"20:15","Luxembourg lu",1,"nir Northern Ireland",3,4540,"Stade de Luxembourg (Neutral Site)","Daniel Schlager","","https://fbref.com/en/matches/3101b20f/Luxembourg-Northern-Ireland-March-25-2022-Friendlies-M",NA,NA
