"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Mauritania mr",2,"cg Congo",0,NA,"Stade El Bachir (Neutral Site)","Karim Sabry","","https://fbref.com/en/matches/55b4e6f5/Mauritania-Congo-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Saudi Arabia sa",0,"us United States",0,364,"Estadio Enrique Roca de Murcia (Neutral Site)","Ivan Bebek","","https://fbref.com/en/matches/56bde19a/Saudi-Arabia-United-States-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Algeria dz",2,"ng Nigeria",1,NA,"Stade Olympique d'Oran (Neutral Site)","Mehrez Melki","","https://fbref.com/en/matches/95056dac/Algeria-Nigeria-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Qatar qa",2,"cl Chile",2,NA,"Generali Arena (Neutral Site)","Julian Weinberger","","https://fbref.com/en/matches/baeebd9e/Qatar-Chile-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Burkina Faso bf",2,"km Comoros",1,NA,"Stade Père-Jégo (Neutral Site)","","","https://fbref.com/en/matches/ca13a018/Burkina-Faso-Comoros-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Nicaragua ni",0,"gh Ghana",1,NA,"Estadio Francisco Artés Carrasco (Neutral Site)","Dario Bel","","https://fbref.com/en/matches/dc0fc875/Nicaragua-Ghana-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Korea Republic kr",1,"cm Cameroon",0,59389,"Seoul World Cup Stadium (Neutral Site)","Alex King","","https://fbref.com/en/matches/f18f7fed/Korea-Republic-Cameroon-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Honduras hn",2,"gt Guatemala",1,NA,"PNC Stadium (Neutral Site)","Ismail Elfath","","https://fbref.com/en/matches/17d26e8e/Honduras-Guatemala-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Peru pe",4,"sv El Salvador",1,NA,"Audi Field (Neutral Site)","Benjamín Pineda","","https://fbref.com/en/matches/420bbc40/Peru-El-Salvador-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"20:00","Jamaica jm",0,"ar Argentina",3,NA,"Red Bull Arena (Neutral Site)","Marco Ortíz","","https://fbref.com/en/matches/d73b7ead/Jamaica-Argentina-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"21:00","Morocco ma",0,"py Paraguay",0,NA,"Estadio Benito Villamarín (Neutral Site)","Jesús Gil","","https://fbref.com/en/matches/0c38ebe9/Morocco-Paraguay-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-09-27,"22:00","Malta mt",2,"il Israel",1,NA,"Ta'Qali National Stadium (Neutral Site)","Eldorjan Hamiti","","https://fbref.com/en/matches/e9cb9d97/Malta-Israel-September-27-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-10-01,"16:30","St. Vincent vc",1,"gd Grenada",5,NA,"Victoria Park (Neutral Site)","Moeth Gaymes","","https://fbref.com/en/matches/676c3cfc/St-Vincent-and-the-Grenadines-Grenada-October-1-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-10-30,"18:30","Saudi Arabia sa",0,"hn Honduras",0,NA,"Al Nahyan Stadium (Neutral Site)","Yahya Ali Al Mulla","","https://fbref.com/en/matches/08af93a9/Saudi-Arabia-Honduras-October-30-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-06,"16:00","Saudi Arabia sa",1,"is Iceland",0,NA,"Mohammed bin Zayed Stadium (Neutral Site)","Ahmed Eisa Mohamed","","https://fbref.com/en/matches/70fb36a0/Saudi-Arabia-Iceland-November-6-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-09,"18:00","Cameroon cm",1,"jm Jamaica",1,NA,"Stade Omnisport Ahmadou Ahidjo (Neutral Site)","Jean-Jacques Ndala","","https://fbref.com/en/matches/e14d6e85/Cameroon-Jamaica-November-9-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-09,"18:30","Qatar qa",1,"al Albania",0,NA,"Marbella Fútbol Center - Sur 1 (Neutral Site)","Jason Barcelo","","https://fbref.com/en/matches/1133595b/Qatar-Albania-November-9-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-09,"20:00","Costa Rica cr",2,"ng Nigeria",0,NA,"Estadio Nacional de Costa Rica (Neutral Site)","Fernando Hernández","","https://fbref.com/en/matches/7700449a/Costa-Rica-Nigeria-November-9-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-09,"21:00","Mexico mx",4,"iq Iraq",0,NA,"Estadi Municipal de Montilivi (Neutral Site)","Guillermo Cuadra","","https://fbref.com/en/matches/265007e8/Mexico-Iraq-November-9-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-10,"16:00","Saudi Arabia sa",1,"pa Panama",1,NA,"Al Nahyan Stadium (Neutral Site)","Yahya Ali Al Mulla","","https://fbref.com/en/matches/f7b38ce5/Saudi-Arabia-Panama-November-10-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-10,"19:30","IR Iran ir",1,"ni Nicaragua",0,NA,"Azadi Stadium (Neutral Site)","Sadullo Gulmurodi","","https://fbref.com/en/matches/98504a53/IR-Iran-Nicaragua-November-10-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-11,"18:30","Bahrain bh",2,"ca Canada",2,NA,"Madinat 'Isa Stadium (Neutral Site)","Abdullah Jamali","","https://fbref.com/en/matches/30aa323b/Bahrain-Canada-November-11-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-11,"20:00","Korea Republic kr",1,"is Iceland",0,15274,"Hwaseong Stadium (Neutral Site)","Jumpei Iida","","https://fbref.com/en/matches/786899bb/Korea-Republic-Iceland-November-11-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-12,"18:30","Ecuador ec",0,"iq Iraq",0,NA,"Estadio Cívitas Metropolitano (Neutral Site)","Gustavo Correia","","https://fbref.com/en/matches/bb8b2529/Ecuador-Iraq-November-12-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-11-15,"19:00","Dominican Rep. do",2,"cu Cuba",4,NA,"Estadio Cibao (Neutral Site)","Adonis Carrasco","","https://fbref.com/en/matches/7cae8148/Dominican-Republic-Cuba-November-15-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Tue",2022-11-15,"21:00","Venezuela ve",2,"pa Panama",2,NA,"Al Hamriya Sports Club Stadium (Neutral Site)","Sultan Mohamed Al Hammadi","","https://fbref.com/en/matches/ff67d488/Venezuela-Panama-November-15-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"15:00","Saudi Arabia sa",0,"hr Croatia",1,8287,"Prince Faisal bin Fahd Stadium (Neutral Site)","Adham Makhadmeh","","https://fbref.com/en/matches/8e701a35/Saudi-Arabia-Croatia-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"17:00","Côte d'Ivoire ci",4,"bi Burundi",0,NA,"Stade de Marrakech (Neutral Site)","Jalal Jiyed","","https://fbref.com/en/matches/a83b8ed6/Cote-dIvoire-Burundi-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"17:00","Nepal np",1,"pk Pakistan",0,6972,"Dasharath Rangasala (Neutral Site)","Bituraj Barua","","https://fbref.com/en/matches/fdcf61f1/Nepal-Pakistan-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"18:00","Andorra ad",0,"at Austria",1,NA,"Estadio La Rosaleda (Neutral Site)","José Luis Munuera","","https://fbref.com/en/matches/7fb8a1f6/Andorra-Austria-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"18:00","Kosovo xk",2,"am Armenia",2,NA,"Stadiumi Fadil Vokrri (Neutral Site)","Eldorjan Hamiti","","https://fbref.com/en/matches/910eb079/Kosovo-Armenia-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"18:00","Uzbekistan uz",2,"kz Kazakhstan",0,NA,"Paxtakor Markaziy Stadioni (Neutral Site)","Sergey Karasev","","https://fbref.com/en/matches/b781f795/Uzbekistan-Kazakhstan-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"18:00","Czechia cz",5,"fo Faroe Islands",0,10762,"Andrův stadion (Neutral Site)","Martin Dohál","","https://fbref.com/en/matches/b84e2f4b/Czechia-Faroe-Islands-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"18:00","Poland pl",1,"cl Chile",0,27968,"Stadion Miejski Legii Warszawa im. Marsz... (Neutral Site)","Harm Osmers","","https://fbref.com/en/matches/ddeacad5/Poland-Chile-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"19:00","Moldova md",1,"az Azerbaijan",2,NA,"Stadionul Zimbru (Neutral Site)","Denys Shurman","","https://fbref.com/en/matches/72c383c3/Moldova-Azerbaijan-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"19:00","Gibraltar gi",2,"li Liechtenstein",0,NA,"Victoria Stadium (Neutral Site)","Ahmad Al Ali","","https://fbref.com/en/matches/838ef7f9/Gibraltar-Liechtenstein-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"19:30","UAE ae",0,"ar Argentina",5,NA,"Mohammed bin Zayed Stadium (Neutral Site)","Ibrahim Nour El Din","","https://fbref.com/en/matches/a4bfcd04/United-Arab-Emirates-Argentina-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:00","Türkiye tr",2,"sct Scotland",1,NA,"Diyarbakır Yeni Stadyumu (Neutral Site)","Visar Kastrati","","https://fbref.com/en/matches/e1c97481/Turkiye-Scotland-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:00","Cyprus cy",0,"bg Bulgaria",2,500,"AEK Arena - George Karapatakis (Neutral Site)","Trustin Farrugia Cann","","https://fbref.com/en/matches/ff397520/Cyprus-Bulgaria-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:00","Peru pe",1,"py Paraguay",0,NA,"Estadio Monumental (Neutral Site)","Jhon Ospina","","https://fbref.com/en/matches/061b6fed/Peru-Paraguay-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:00","Nicaragua ni",1,"sv El Salvador",0,NA,"Estadio Nacional de Fútbol (Neutral Site)","Melvin Matamoros","","https://fbref.com/en/matches/fe022494/Nicaragua-El-Salvador-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:30","Algeria dz",1,"ml Mali",1,16530,"Stade Olympique d'Oran (Neutral Site)","Amir Loussif","","https://fbref.com/en/matches/15292b2d/Algeria-Mali-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:30","Mexico mx",1,"se Sweden",2,NA,"Estadi Municipal de Montilivi (Neutral Site)","César Soto","","https://fbref.com/en/matches/48370637/Mexico-Sweden-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"20:45","Albania al",1,"it Italy",3,NA,"Air Albania Stadium (Neutral Site)","Genc Nuza","","https://fbref.com/en/matches/c69404b2/Albania-Italy-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-11-16,"21:00","Oman om",0,"de Germany",1,NA,"Sultan Qaboos Sport Complex (Neutral Site)","Mohammed Khaled Al Hoish","","https://fbref.com/en/matches/dbeee65e/Oman-Germany-November-16-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"14:00","Ghana gh",2,"ch Switzerland",0,NA,"Sheikh Zayed Sports City (Neutral Site)","Ahmed Eisa Mohamed","","https://fbref.com/en/matches/122522a1/Ghana-Switzerland-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"15:00","Angola ao",1,"bw Botswana",0,NA,"Volkswagen Dobsonville Stadium (Neutral Site)","Thando Ndzandzeka","","https://fbref.com/en/matches/13181ffe/Angola-Botswana-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"15:00","Niger ne",2,"ly Libya",3,NA,"Zeytinköy 1 Nolu Saha (Neutral Site)","","","https://fbref.com/en/matches/2311d7e3/Niger-Libya-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:00","N. Macedonia mk",1,"fi Finland",1,2000,"Nationala Arena Toše Proeski (Neutral Site)","Novak Simović","","https://fbref.com/en/matches/0399318f/North-Macedonia-Finland-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:00","St. Lucia lc",1,"sm San Marino",1,NA,"Daren Sammy Cricket Ground (Neutral Site)","Moeth Gaymes","","https://fbref.com/en/matches/1bd627d5/St-Lucia-San-Marino-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:00","Malta mt",2,"gr Greece",2,NA,"Ta'Qali National Stadium (Neutral Site)","Alain Durieux","","https://fbref.com/en/matches/3eb22402/Malta-Greece-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:00","Montenegro me",2,"sk Slovakia",2,NA,"Stadion Pod Goricom (Neutral Site)","Irfan Peljto","","https://fbref.com/en/matches/49f86091/Montenegro-Slovakia-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:30","Romania ro",1,"si Slovenia",2,6845,"Cluj Arena (Neutral Site)","Nicolas Laforge","","https://fbref.com/en/matches/096227ea/Romania-Slovenia-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"18:45","Portugal pt",4,"ng Nigeria",0,NA,"Estádio José Alvalade (Neutral Site)","Chrysovalantis Theouli","","https://fbref.com/en/matches/3ed2fbd3/Portugal-Nigeria-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"19:45","Rep. of Ireland ie",1,"no Norway",2,NA,"Aviva Stadium (Neutral Site)","Allard Lindhout","","https://fbref.com/en/matches/d6515d17/Republic-of-Ireland-Norway-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:00","Luxembourg lu",2,"hu Hungary",2,NA,"Stade de Luxembourg (Neutral Site)","Jonathan Lardot","","https://fbref.com/en/matches/0662911f/Luxembourg-Hungary-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:00","Tajikistan tj",0,"ru Russia",0,20000,"Centralʹnyj Respublikanskij Stadion (Neutral Site)","Ilgiz Tantashev","","https://fbref.com/en/matches/18c6a168/Tajikistan-Russia-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:00","Syria sy",0,"by Belarus",1,NA,"Dubai Club Stadium (Neutral Site)","Yahya Ali Al Mulla","","https://fbref.com/en/matches/98fd2763/Syria-Belarus-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:00","Morocco ma",3,"ge Georgia",0,10000,"Sharjah Stadium (Neutral Site)","Adel Ali Al Naqbi","","https://fbref.com/en/matches/a6a74e89/Morocco-Georgia-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:00","Gabon ga",3,"gw Guinea-Bissau",1,NA,"Atilla Vehbi Konuk Tesisleri (Neutral Site)","Neslihan Muratdağı","","https://fbref.com/en/matches/aabda6d6/Gabon-Guinea-Bissau-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:30","Israel il",4,"zm Zambia",2,5243,"Shlomo Insurance Stadium (Neutral Site)","Abdulkadir Bitigen","","https://fbref.com/en/matches/81689d75/Israel-Zambia-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"20:30","South Africa za",2,"mz Mozambique",1,NA,"Mbombela Stadium (Neutral Site)","Lebalang Mokete","","https://fbref.com/en/matches/fef454f4/South-Africa-Mozambique-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Thu",2022-11-17,"22:40","Japan jp",1,"ca Canada",2,2971,"Al Maktoum Stadium (Neutral Site)","Omar Mohamed Al Ali","","https://fbref.com/en/matches/392beca6/Japan-Canada-November-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-18,"14:00","Cameroon cm",1,"pa Panama",1,NA,"Mohammed bin Zayed Stadium (Neutral Site)","Sultan Mohamed Al Hammadi","","https://fbref.com/en/matches/f7403328/Cameroon-Panama-November-18-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-18,"18:00","Egypt eg",2,"be Belgium",1,NA,"Jaber Al-Ahmad International Stadium (Neutral Site)","Ali Mahmoud","","https://fbref.com/en/matches/0e00c872/Egypt-Belgium-November-18-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-18,"18:30","Bahrain bh",1,"rs Serbia",5,NA,"Sheikh Ali bin Mohammed Stadium (Neutral Site)","Khalid Saleh Al Turais","","https://fbref.com/en/matches/871fc65d/Bahrain-Serbia-November-18-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-11-18,"19:00","Dominican Rep. do",1,"cu Cuba",1,NA,"Estadio Panamericano (Neutral Site)","Randy Encarnación","","https://fbref.com/en/matches/fb67bde6/Dominican-Republic-Cuba-November-18-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"17:00","Côte d'Ivoire ci",1,"bf Burkina Faso",2,NA,"Stade de Marrakech (Neutral Site)","Bouchra Karboubi","","https://fbref.com/en/matches/fbed8d65/Cote-dIvoire-Burkina-Faso-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"17:30","Albania al",2,"am Armenia",0,NA,"Air Albania Stadium (Neutral Site)","Aleksandar Stavrev","","https://fbref.com/en/matches/6f89b95f/Albania-Armenia-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"18:00","Kosovo xk",1,"fo Faroe Islands",1,NA,"Stadiumi Fadil Vokrri (Neutral Site)","Juxhin Xhaja","","https://fbref.com/en/matches/27e9ee6b/Kosovo-Faroe-Islands-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"18:00","Gibraltar gi",1,"ad Andorra",0,NA,"Victoria Stadium (Neutral Site)","Abdullah Al Kandari","","https://fbref.com/en/matches/854ff9ae/Gibraltar-Andorra-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"19:00","Kuwait kw",2,"lb Lebanon",0,NA,"Police Officers Club Stadium (Neutral Site)","Ahmed Eisa Mohamed","","https://fbref.com/en/matches/1ba0d176/Kuwait-Lebanon-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"19:00","Guatemala gt",3,"ni Nicaragua",1,NA,"Dignity Health Sports Park (Neutral Site)","Oshane Nation","","https://fbref.com/en/matches/311624b6/Guatemala-Nicaragua-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"19:30","UAE ae",2,"kz Kazakhstan",1,NA,"Al Nahyan Stadium (Neutral Site)","Mahmoud El Banna","","https://fbref.com/en/matches/e3ba4009/United-Arab-Emirates-Kazakhstan-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"20:00","Türkiye tr",2,"cz Czechia",1,NA,"Kalyon Arena (Neutral Site)","William Collum","","https://fbref.com/en/matches/1c4fed81/Turkiye-Czechia-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"20:00","Colombia co",2,"py Paraguay",0,NA,"DRV PNK Stadium (Neutral Site)","Rubiel Vazquez","","https://fbref.com/en/matches/cafa65c5/Colombia-Paraguay-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"20:30","Sweden se",2,"dz Algeria",0,NA,"Eleda Stadion (Neutral Site)","Espen Andreas Eskås","","https://fbref.com/en/matches/7d4af900/Sweden-Algeria-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-11-19,"21:00","Peru pe",1,"bo Bolivia",0,NA,"Estadio de la Universidad Nacional San A...","Flavio Rodrigues De Souza","","https://fbref.com/en/matches/3b609f23/Peru-Bolivia-November-19-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"13:30","Slovakia sk",0,"cl Chile",0,19757,"Štadión Tehelné pole (Neutral Site)","Ondřej Berka","","https://fbref.com/en/matches/b0eed346/Slovakia-Chile-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"14:00","Norway no",1,"fi Finland",1,NA,"Ullevaal Stadion (Neutral Site)","Morten Krogh","","https://fbref.com/en/matches/0ecda55f/Norway-Finland-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"14:00","N. Macedonia mk",1,"az Azerbaijan",3,NA,"Nationala Arena Toše Proeski (Neutral Site)","Enea Jorgji","","https://fbref.com/en/matches/b8c203c4/North-Macedonia-Azerbaijan-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"15:00","Slovenia si",1,"me Montenegro",0,NA,"Stadion Stožice (Neutral Site)","Christopher Jäger","","https://fbref.com/en/matches/c9f03ba6/Slovenia-Montenegro-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"15:00","South Africa za",1,"ao Angola",1,NA,"Mbombela Stadium (Neutral Site)","Joshua Bondo","","https://fbref.com/en/matches/e328e19a/South-Africa-Angola-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"15:00","Luxembourg lu",0,"bg Bulgaria",0,NA,"Stade de Luxembourg (Neutral Site)","Manfredas Lukjančukas","","https://fbref.com/en/matches/f2c88024/Luxembourg-Bulgaria-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"15:15","Gambia gm",0,"gw Guinea-Bissau",0,NA,"Ekodizayn Spor Kompleksi (Neutral Site)","Melis Özçiğdem","","https://fbref.com/en/matches/dbf16301/Gambia-Guinea-Bissau-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"16:00","St. Lucia lc",1,"sm San Marino",0,3723,"Daren Sammy Cricket Ground (Neutral Site)","Reon Radix","","https://fbref.com/en/matches/6d01f895/St-Lucia-San-Marino-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"17:00","Uzbekistan uz",0,"ru Russia",0,NA,"Paxtakor Markaziy Stadioni (Neutral Site)","Daniyar Sakhi","","https://fbref.com/en/matches/024f4f3e/Uzbekistan-Russia-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"18:00","Oman om",2,"by Belarus",0,150,"Khalifa bin Zayed Stadium (Neutral Site)","Adel Ali Al Naqbi","","https://fbref.com/en/matches/fc7ad4b4/Oman-Belarus-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"18:30","Israel il",2,"cy Cyprus",3,7352,"Shlomo Insurance Stadium (Neutral Site)","Arda Kardeşler","","https://fbref.com/en/matches/e8106a2f/Israel-Cyprus-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"19:00","Niger ne",1,"ga Gabon",3,NA,"Atilla Vehbi Konuk Tesisleri (Neutral Site)","Zorbay Küçük","","https://fbref.com/en/matches/56ea86dd/Niger-Gabon-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"20:00","Malta mt",0,"ie Rep. of Ireland",1,NA,"Ta'Qali National Stadium (Neutral Site)","Chrysovalantis Theouli","","https://fbref.com/en/matches/742afcc5/Malta-Republic-of-Ireland-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"20:15","Hungary hu",2,"gr Greece",1,NA,"Puskás Aréna (Neutral Site)","Daniele Chiffi","","https://fbref.com/en/matches/6e0fc7e9/Hungary-Greece-November-20-2022-Friendlies-M",NA,NA
